model,macro_auprc,min_auprc,macro_auc,one_minus_brier,recall_z2,recall_z3
LGBM,0.41514519936365163,0.11093073593073594,0.5808055325714606,0.7972421758527387,0.47368421052631576,0.0
XGB,0.45228074318917105,0.21296296296296297,0.6750624317971964,0.7606438545260544,0.6842105263157895,0.0
ENS,0.4556265429409123,0.2051948051948052,0.6691649628457107,0.7828936985970927,0.631578947368421,0.0
