company_id,role,risk_bucket,z_label,a_mij,direct,via_prior_z1,via_prior_z2,via_prior_z3,C_logit
AG&E Holdings,Analyst,risk_external,3,0.2916794419288635,0.0036985798636957694,-0.09141765439873135,0.17745012097060134,-0.07389800507389258,0.015833041361673184
AG&E Holdings,CEO,risk_uncertainty,1,0.2366205751895904,0.22719920224772008,0.07522727703615327,-0.025226524503039135,0.10848839044080477,0.385688345221639
AG&E Holdings,CEO,risk_uncertainty,2,0.2366205751895904,-0.017769777539377616,-0.02731342655510564,-0.05846055275299521,-0.03127001914182427,-0.13481377598930272
AG&E Holdings,CEO,risk_uncertainty,3,0.2366205751895904,-0.2094294247083425,-0.04791385048104701,0.08368707725603566,-0.07721837129898643,-0.25087456923234025
AG&E Holdings,CEO,risk_legal,1,0.2275647222995758,0.21314979311688745,0.07162769950338305,-0.02449506543865951,0.1027240684832347,0.36300649566484566
AG&E Holdings,CEO,risk_legal,2,0.2275647222995758,-0.06093345190183129,-0.026006496403646374,-0.05676545197862298,-0.029608546820035105,-0.17331394710413575
AG&E Holdings,CEO,risk_legal,3,0.2275647222995758,-0.1522163412150549,-0.04562120309973607,0.08126051741728377,-0.07311552166320522,-0.18969254856071244
AG&E Holdings,CEO,risk_constraint,1,0.234199121594429,0.19889326166725768,0.07463170693024247,-0.02533318042853352,0.10603550025383777,0.3542272884228044
AG&E Holdings,CEO,risk_constraint,2,0.234199121594429,-0.042925270590051655,-0.027097187698840865,-0.058707719752081146,-0.03056301332500277,-0.15929319136597644
AG&E Holdings,CEO,risk_constraint,3,0.234199121594429,-0.15596799107720768,-0.047534519231400986,0.084040900180616,-0.07547248692884079,-0.19493409705683346
AG&E Holdings,CEO,risk_external,1,0.3016155958175659,0.044194580706136,0.08554367778188349,-0.02959244572426803,0.13950702591266678,0.23965283867641823
AG&E Holdings,CEO,risk_external,2,0.3016155958175659,-0.1483271678369167,-0.03105909255795885,-0.06857824327506154,-0.040210637774079086,-0.2881751414440162
AG&E Holdings,CEO,risk_external,3,0.3016155958175659,0.10413258713078132,-0.05448458522392392,0.09817068899933111,-0.09929638813859533,0.04852230276759316
AG&E Holdings,CFO,risk_uncertainty,1,0.2587382197380066,0.14725639644211191,0.07348424068045128,-0.03871674644969935,0.0825139745370994,0.26453786520996325
AG&E Holdings,CFO,risk_uncertainty,2,0.2587382197380066,0.021614453201245498,-0.02668056707434223,-0.08972311655433582,-0.023783314995819368,-0.11857254542325192
AG&E Holdings,CFO,risk_uncertainty,3,0.2587382197380066,-0.16887084964335783,-0.046803673606108445,0.12843986300403717,-0.058730659541284536,-0.14596531978671365
AG&E Holdings,CFO,risk_legal,1,0.2524115741252899,0.1212437874198826,0.07262615252060531,-0.03824518735601418,0.08004177699095119,0.23566652957542492
AG&E Holdings,CFO,risk_legal,2,0.2524115741252899,-0.006412231894391797,-0.026369013488260745,-0.0886303142038093,-0.023070744145829606,-0.14448230373229146
AG&E Holdings,CFO,risk_legal,3,0.2524115741252899,-0.11483155552549051,-0.04625713903234396,0.1268755015598255,-0.05697103284512596,-0.09118422584313494
AG&E Holdings,CFO,risk_constraint,1,0.2458813935518264,0.11392049735852057,0.07063177554872134,-0.037264172622456994,0.07789905653117493,0.22518715681595985
AG&E Holdings,CFO,risk_constraint,2,0.2458813935518264,0.007881409477634618,-0.025644897567933502,-0.08635688713795739,-0.0224531397227154,-0.1265735149509717
AG&E Holdings,CFO,risk_constraint,3,0.2458813935518264,-0.12180190683615538,-0.04498687798078725,0.12362105976041632,-0.05544591680846379,-0.09861364186499011
AG&E Holdings,CFO,risk_external,1,0.2429688721895218,-0.14644413991141306,0.08017978368033274,-0.03657682462099361,0.08252264957498924,-0.02031853127708469
AG&E Holdings,CFO,risk_external,2,0.2429688721895218,0.2143866897313981,-0.02911157653233344,-0.0847640103984614,-0.023785815434804305,0.07672528736579894
AG&E Holdings,CFO,risk_external,3,0.2429688721895218,-0.06794254981998749,-0.051068207147998625,0.12134083501945692,-0.05873683414018944,-0.056406756088718625
AG&E Holdings,IR,risk_uncertainty,1,0.2645747661590576,0.028813883181308602,0.070878428402074,-0.03604504259822083,0.08933679815710129,0.15298406714226306
AG&E Holdings,IR,risk_uncertainty,2,0.2645747661590576,-0.07943727357877212,-0.025734451980376445,-0.08353164598807038,-0.025749883255629265,-0.21445325480284821
AG&E Holdings,IR,risk_uncertainty,3,0.2645747661590576,0.050623390397463885,-0.04514397642169698,0.1195766885862931,-0.06358691490147692,0.0614691876605831
AG&E Holdings,IR,risk_legal,1,0.2731503546237945,0.005403299124273997,0.06825746892672685,-0.03666881287472127,0.09088915492954988,0.12788111010582945
AG&E Holdings,IR,risk_legal,2,0.2731503546237945,-0.10340765790752977,-0.02478283726089911,-0.08497718618330065,-0.026197324920052282,-0.2393650062717818
AG&E Holdings,IR,risk_legal,3,0.2731503546237945,0.09800435878325581,-0.04347463166582718,0.12164599905802381,-0.06469183000950257,0.11148389616594986
AG&E Holdings,IR,risk_constraint,1,0.2753672897815704,0.00438711879767767,0.0694340792037331,-0.03699861576518987,0.09186797096534047,0.12869055320156136
AG&E Holdings,IR,risk_constraint,2,0.2753672897815704,-0.083370102391812,-0.02521003946269551,-0.08574147930953004,-0.02647945276848964,-0.2208010739325272
AG&E Holdings,IR,risk_constraint,3,0.2753672897815704,0.07898298359413375,-0.044224039741037,0.12274009507472183,-0.06538851819685586,0.09211052073096272
AG&E Holdings,IR,risk_external,1,0.1869075745344162,-0.16711089646123944,0.03952628651641469,-0.025657288215167454,0.05764685663286261,-0.09559504152712961
AG&E Holdings,IR,risk_external,2,0.1869075745344162,0.018814800922124668,-0.014351155143410468,-0.05945881490812956,-0.016615771540634917,-0.07161094067005028
AG&E Holdings,IR,risk_external,3,0.1869075745344162,0.14829609553911463,-0.0251751313730039,0.08511610312329836,-0.041031085092230836,0.16720598219717828
AG&E Holdings,Operator,risk_uncertainty,1,0.2074491828680038,0.0024482271960473098,-0.033962697110372,-0.005612231266787353,0.07755807854907804,0.04043137736796599
AG&E Holdings,Operator,risk_uncertainty,2,0.2074491828680038,0.13787344173811436,0.012331133994011687,-0.013005919305075274,-0.022354858349162086,0.11484379807788866
AG&E Holdings,Operator,risk_uncertainty,3,0.2074491828680038,-0.14032166893416112,0.021631563116360036,0.01861815057186292,-0.055203220199920196,-0.15527517544585837
AG&E Holdings,Operator,risk_legal,1,0.228162944316864,0.010421289882950284,-0.03768812155664373,-0.006009976766008354,0.08558749031330075,0.05231068187359895
AG&E Holdings,Operator,risk_legal,2,0.228162944316864,0.11799075764016313,0.013683756486926539,-0.013927664261923153,-0.02466920607378642,0.09307764379138009
AG&E Holdings,Operator,risk_legal,3,0.228162944316864,-0.12841204752311441,0.024004365069716878,0.01993764102793182,-0.060918284239519005,-0.14538832566498472
AG&E Holdings,Operator,risk_constraint,1,0.2134947478771209,0.014890442134629046,-0.03459354749482993,-0.005736431784213472,0.08015970367317792,0.05472016652876356
AG&E Holdings,Operator,risk_constraint,2,0.2134947478771209,0.12262136247264142,0.012560182370106318,-0.013293744562179726,-0.0231047345995139,0.09878306568105412
AG&E Holdings,Operator,risk_constraint,3,0.2134947478771209,-0.1375118046072706,0.022033365124723328,0.019030176346393497,-0.057054969073668395,-0.15350323220982218
AG&E Holdings,Operator,risk_external,1,0.3508931398391723,0.03255550234258384,-0.060792123182949166,-0.006131449819709766,0.13977327153167268,0.10540520087159759
AG&E Holdings,Operator,risk_external,2,0.3508931398391723,0.09333524956772901,0.022072328776281912,-0.014209168829194133,-0.04028737875593819,0.0609110307588786
AG&E Holdings,Operator,risk_external,3,0.3508931398391723,-0.12589075191031324,0.03871979440666676,0.02034061864890422,-0.09948589277574214,-0.16631623163048442
AG&E Holdings,President,risk_uncertainty,1,0.2514489591121673,-0.13324763169084802,0.12735950713253474,-0.04626082743688541,0.09106116744591627,0.03891221545071759
AG&E Holdings,President,risk_uncertainty,2,0.2514489591121673,-0.0025706832364205895,-0.046241532077349524,-0.10720595072244035,-0.026246904738294174,-0.18226507077450463
AG&E Holdings,President,risk_uncertainty,3,0.2514489591121673,0.13581831492726854,-0.08111797505518416,0.15346677815932816,-0.06481426270762708,0.14335285532378544
AG&E Holdings,President,risk_legal,1,0.27325439453125,-0.18321817255422093,0.13114790532868553,-0.04890183705322123,0.09795813589280832,-0.0030139683859483207
AG&E Holdings,President,risk_legal,2,0.27325439453125,-0.004757511463428106,-0.047617019001358896,-0.11332628973221426,-0.02823484404201671,-0.19393566423901798
AG&E Holdings,President,risk_legal,3,0.27325439453125,0.1879756840176484,-0.08353088632732554,0.16222812678543802,-0.06972329185079697,0.1969496326249639
AG&E Holdings,President,risk_constraint,1,0.2716276049613952,-0.16665513107667024,0.13278992414977747,-0.04949756289928499,0.09681960137245031,0.013456831546272557
AG&E Holdings,President,risk_constraint,2,0.2716276049613952,0.0018994475660890043,-0.04821320116079612,-0.11470683909191448,-0.027906679930625934,-0.1889272726172475
AG&E Holdings,President,risk_constraint,3,0.2716276049613952,0.1647556835105811,-0.08457672298898025,0.16420440199120204,-0.06891292144182967,0.1754704410709732
AG&E Holdings,President,risk_external,1,0.2036690562963485,-0.16908458567310894,0.09164283689810952,-0.035901973950743585,0.07095982693212151,-0.04238389579362149
AG&E Holdings,President,risk_external,2,0.2036690562963485,0.05425171369520105,-0.033273567694269875,-0.08320009527397437,-0.020453019327249567,-0.08267496860029276
AG&E Holdings,President,risk_external,3,0.2036690562963485,0.11483287197790866,-0.058369269203838885,0.11910206922471984,-0.050506807604875824,0.12505886439391378
Acorda Therapeutics,Analyst,risk_uncertainty,1,0.2097126245498657,-0.007618777578318602,0.10808444917416977,-0.03836706186698026,0.07745110352675517,0.1395497132556261
Acorda Therapeutics,Analyst,risk_uncertainty,2,0.2097126245498657,-0.02330934708277197,-0.03924316791167339,-0.08891274911777135,-0.022324024533837316,-0.17378928864605403
Acorda Therapeutics,Analyst,risk_uncertainty,3,0.2097126245498657,0.030928124661090763,-0.06884128126249549,0.1272798109847536,-0.05512707899292209,0.034239575390426796
Acorda Therapeutics,Analyst,risk_legal,1,0.2198299765586853,-0.08271838116585974,0.11110852733376957,-0.040564613509190994,0.07927507135083646,0.0671006040095553
Acorda Therapeutics,Analyst,risk_legal,2,0.2198299765586853,0.027571324391192278,-0.04034114646364773,-0.09400540798528258,-0.022849753679060596,-0.12962498373679862
Acorda Therapeutics,Analyst,risk_legal,3,0.2198299765586853,0.0551470567746664,-0.07076738087012092,0.1345700214944757,-0.056425317671780204,0.06252437972724097
Acorda Therapeutics,Analyst,risk_constraint,1,0.201127290725708,-0.035699371209204245,0.10255345934333616,-0.03712811350373051,0.0729770572769018,0.1027030319073032
Acorda Therapeutics,Analyst,risk_constraint,2,0.201127290725708,0.008638773432653452,-0.03723498297565733,-0.08604158047385954,-0.02103445325984318,-0.1356722432767066
Acorda Therapeutics,Analyst,risk_constraint,3,0.201127290725708,0.027060597776550815,-0.06531847636767799,0.12316969397759199,-0.05194260401706261,0.03296921136940221
Acorda Therapeutics,Analyst,risk_external,1,0.3693300783634186,0.0910240354055843,0.18174112020917288,-0.06773048387075059,0.13146320049640858,0.33649787224041516
Acorda Therapeutics,Analyst,risk_external,2,0.3693300783634186,-0.09570724784544243,-0.06598634078554043,-0.15696024733152927,-0.037892135548007896,-0.3565459715105201
Acorda Therapeutics,Analyst,risk_external,3,0.3693300783634186,0.004683212439858095,-0.11575477942363095,0.22469073120228336,-0.09357106494840788,0.020048099270102634
Acorda Therapeutics,CEO,risk_uncertainty,1,0.2516636848449707,0.24164334984684122,0.08000983737193049,-0.026830296170060466,0.11538551995893358,0.4102084110076448
Acorda Therapeutics,CEO,risk_uncertainty,2,0.2516636848449707,-0.018899487886258434,-0.029049872637207406,-0.062177171668627615,-0.03325800487171864,-0.1433845370638121
Acorda Therapeutics,CEO,risk_uncertainty,3,0.2516636848449707,-0.2227438619605828,-0.050959964734722425,0.08900746783868949,-0.08212751508722123,-0.266823873943837
Acorda Therapeutics,CEO,risk_legal,1,0.2677291631698608,0.2507700453934533,0.08426975786949005,-0.028818365629844876,0.12085453586349296,0.42707597349659143
Acorda Therapeutics,CEO,risk_legal,2,0.2677291631698608,-0.07168800999503017,-0.030596559294292763,-0.06678437150371958,-0.03483436001283235,-0.20390330080587488
Acorda Therapeutics,CEO,risk_legal,3,0.2677291631698608,-0.17908203539842169,-0.053673198575196576,0.09560273713356596,-0.08602017585066721,-0.2231726726907195
Acorda Therapeutics,CEO,risk_constraint,1,0.2371930181980133,0.20143582398144347,0.07558576522207967,-0.025657028452926705,0.10739101056450019,0.3587555713150966
Acorda Therapeutics,CEO,risk_constraint,2,0.2371930181980133,-0.04347400801038257,-0.027443586001558395,-0.0594582129288844,-0.030953717189159385,-0.16132952412998475
Acorda Therapeutics,CEO,risk_constraint,3,0.2371930181980133,-0.1579618159710626,-0.048142179220520644,0.08511524138181245,-0.07643729337534667,-0.19742604718511747
Acorda Therapeutics,CEO,risk_external,1,0.2434141486883163,0.03566654506064725,0.06903668706686987,-0.023882120432309542,0.11258696307305795,0.19340807476826552
Acorda Therapeutics,CEO,risk_external,2,0.2434141486883163,-0.119705120647045,-0.02506575481793064,-0.05534499852400262,-0.03245136623476178,-0.23256724022374003
Acorda Therapeutics,CEO,risk_external,3,0.2434141486883163,0.08403857558639824,-0.04397093224893866,0.0792271189563134,-0.08013559683830233,0.03915916545547064
Acorda Therapeutics,CFO,risk_uncertainty,1,0.2254131287336349,0.12828999550846443,0.06401958172692339,-0.03373008811937657,0.07188629953274316,0.23046578864875444
Acorda Therapeutics,CFO,risk_uncertainty,2,0.2254131287336349,0.018830544350552297,-0.023244150426268293,-0.07816691497191502,-0.020720060029375403,-0.10330058107700643
Acorda Therapeutics,CFO,risk_uncertainty,3,0.2254131287336349,-0.1471205398590171,-0.040775431300654565,0.11189700309129336,-0.05116623950337167,-0.12716520757174998
Acorda Therapeutics,CFO,risk_legal,1,0.2446018308401107,0.11749244258574232,0.0703790621922725,-0.03706186168571115,0.07756524344626275,0.2283748865385664
Acorda Therapeutics,CFO,risk_legal,2,0.2446018308401107,-0.006213834157862563,-0.02555314271553412,-0.08588804692222678,-0.02235692351457937,-0.14001194731020283
Acorda Therapeutics,CFO,risk_legal,3,0.2446018308401107,-0.11127860842787947,-0.044825919476737794,0.12294990860793986,-0.05520831993168762,-0.08836293922836502
Acorda Therapeutics,CFO,risk_constraint,1,0.2181777209043502,0.10108497482845603,0.06267363133924765,-0.03306558555208562,0.06912210138823918,0.19981512200385723
Acorda Therapeutics,CFO,risk_constraint,2,0.2181777209043502,0.006993404147035726,-0.02275546442686771,-0.07662698078934727,-0.019923324742408478,-0.11231236581158772
Acorda Therapeutics,CFO,risk_constraint,3,0.2181777209043502,-0.10807837897549194,-0.03991816691237942,0.10969256634143461,-0.049198776645834476,-0.08750275619227124
Acorda Therapeutics,CFO,risk_external,1,0.3118073046207428,-0.18793498990958346,0.1028964822083779,-0.046939844573018044,0.10590313360827773,-0.02607521866594588
Acorda Therapeutics,CFO,risk_external,2,0.3118073046207428,0.27512716040253965,-0.037359527292561645,-0.10877952131486528,-0.030524860786066726,0.09846325100904599
Acorda Therapeutics,CFO,risk_external,3,0.3118073046207428,-0.08719217049295935,-0.06553695491581539,0.15571936588788576,-0.07537827282221678,-0.07238803234310577
Acorda Therapeutics,CTO,risk_uncertainty,1,0.2063415795564651,-0.05611706614817143,-0.06133618673349061,-0.0011867062528110985,0.0736285415227751,-0.045011417611698024
Acorda Therapeutics,CTO,risk_uncertainty,2,0.2063415795564651,-0.05564261437693035,0.022269866696229244,-0.0027501015245447132,-0.02122223302831685,-0.05734508223356266
Acorda Therapeutics,CTO,risk_uncertainty,3,0.2063415795564651,0.11175968052510249,0.039066320037260856,0.003936807777355874,-0.05240630849446229,0.10235649984525691
Acorda Therapeutics,CTO,risk_legal,1,0.2134849578142166,-0.04706208016904085,-0.06801546958885378,-0.0007235541848457635,0.07507112415519682,-0.040729979787543585
Acorda Therapeutics,CTO,risk_legal,2,0.2134849578142166,-0.060795960513163015,0.02469497244109175,-0.0016767818170009996,-0.021638034077131406,-0.05941580396620367
Acorda Therapeutics,CTO,risk_legal,3,0.2134849578142166,0.10785804068220299,0.04332049714776147,0.002400336001846801,-0.053433090078069505,0.10014578375374175
Acorda Therapeutics,CTO,risk_constraint,1,0.1962286680936813,-0.048733433126089756,-0.060648451603055153,-0.00113071102299206,0.06873946919154121,-0.04177312656059576
Acorda Therapeutics,CTO,risk_constraint,2,0.1962286680936813,-0.050660358762224626,0.02202016467703364,-0.0026203368363349835,-0.01981303721702066,-0.05107356813854663
Acorda Therapeutics,CTO,risk_constraint,3,0.1962286680936813,0.09939379188831407,0.038628286926021015,0.003751047859327102,-0.04892643197452431,0.09284669469913787
Acorda Therapeutics,CTO,risk_external,1,0.3839448094367981,0.07397784716580832,-0.12135161563607069,-0.004916917954071628,0.1261973537426497,0.07390666731831572
Acorda Therapeutics,CTO,risk_external,2,0.3839448094367981,-0.10030655052927946,0.0440601942753598,-0.01139458356229468,-0.036374340619731216,-0.10401528043594556
Acorda Therapeutics,CTO,risk_external,3,0.3839448094367981,0.026328703363471595,0.07729142136070989,0.016311501516366563,-0.08982301312292537,0.030108613117622682
Acorda Therapeutics,Operator,risk_uncertainty,1,0.1973452419042587,0.0023289847738178775,-0.032308522908147744,-0.00533888406623181,0.07378056428709126,0.03846214208652958
Acorda Therapeutics,Operator,risk_uncertainty,2,0.1973452419042587,0.13115823034739685,0.01173053847385097,-0.012372457948318195,-0.021266051124712637,0.10925025974821698
Acorda Therapeutics,Operator,risk_uncertainty,3,0.1973452419042587,-0.13348721512121423,0.020577984434296506,0.017711342014550286,-0.052514513162382655,-0.1477124018347501
Acorda Therapeutics,Operator,risk_legal,1,0.2137264162302017,0.009761904790664983,-0.0353034853177704,-0.005629708188030266,0.08017212275011323,0.04900083403497755
Acorda Therapeutics,Operator,risk_legal,2,0.2137264162302017,0.11052514182012359,0.012817945715392059,-0.013046420741416938,-0.023108314197035004,0.08718835259706371
Acorda Therapeutics,Operator,risk_legal,3,0.2137264162302017,-0.12028704661078951,0.022485539602378053,0.0186761289294475,-0.05706380855308261,-0.13618918663204657
Acorda Therapeutics,Operator,risk_constraint,1,0.1960078775882721,0.01367079981208472,-0.03176006852690049,-0.005266573675155416,0.07359400426153616,0.05023816187156497
Acorda Therapeutics,Operator,risk_constraint,2,0.1960078775882721,0.11257772495217584,0.011531406336530308,-0.012204884114213464,-0.021212278222870293,0.09069196895162239
Acorda Therapeutics,Operator,risk_constraint,3,0.1960078775882721,-0.12624852476426068,0.02022866219036992,0.017471457789369153,-0.05238172603866988,-0.1409301308231915
Acorda Therapeutics,Operator,risk_external,1,0.3929204642772674,0.036454754005993524,-0.06807334357232887,-0.006865828471190244,0.15651425607508093,0.11802983803755535
Acorda Therapeutics,Operator,risk_external,2,0.3929204642772674,0.1045142393219642,0.02471598525531788,-0.01591103552471835,-0.045112696054852276,0.06820649299771148
Acorda Therapeutics,Operator,risk_external,3,0.3929204642772674,-0.14096899332795815,0.04335735831701043,0.022776863995908954,-0.11140156002023721,-0.18623633103527598
Acorda Therapeutics,President,risk_uncertainty,1,0.298095703125,-0.1579666370418566,0.1509861960151948,-0.05484275588427106,0.10795408671811146,0.04613088980717862
Acorda Therapeutics,President,risk_uncertainty,2,0.298095703125,-0.0030475752597194407,-0.05481988100823973,-0.1270939174798261,-0.031116014758790455,-0.2160773885065757
Acorda Therapeutics,President,risk_uncertainty,3,0.298095703125,0.16101421230157595,-0.09616631500695383,0.18193667336410002,-0.07683807195932692,0.1699464986993952
Acorda Therapeutics,President,risk_legal,1,0.301025390625,-0.2018387373324587,0.14447653988855863,-0.053871757950968754,0.10791367572555967,-0.003320279669309145
Acorda Therapeutics,President,risk_legal,2,0.301025390625,-0.005241019999470051,-0.05245636312591067,-0.12484370358706293,-0.031104366945549793,-0.21364545365799345
Acorda Therapeutics,President,risk_legal,3,0.301025390625,0.20707975733192804,-0.09202017676264677,0.17871546153803447,-0.07680930878001578,0.21696573332729996
Acorda Therapeutics,President,risk_constraint,1,0.29833984375,-0.18304422988457286,0.14584867111739036,-0.05436522250187803,0.10634097646113466,0.01478019519207413
Acorda Therapeutics,President,risk_constraint,2,0.29833984375,0.0020862418978323293,-0.05295455483268548,-0.12598727016939928,-0.030651061887717487,-0.2075066449919699
Acorda Therapeutics,President,risk_constraint,3,0.29833984375,0.18095798798674037,-0.09289411628470368,0.18035249267128015,-0.07568991457342299,0.19272644979989384
Acorda Therapeutics,President,risk_external,1,0.1025390625,-0.08512719218816533,0.04613843040888599,-0.01807517949831376,0.03572537851893824,-0.021338562758654867
Acorda Therapeutics,President,risk_external,2,0.1025390625,0.027313525002197706,-0.016751884156797604,-0.041887854367482366,-0.010297260984304722,-0.04162347450638699
Acorda Therapeutics,President,risk_external,3,0.1025390625,0.05781366718596801,-0.029386546252088006,0.05996303386579707,-0.025428117534635468,0.0629620372650416
Activision Blizzard,Analyst,risk_uncertainty,1,0.2196078449487686,-0.007978267062890648,0.11318437793891668,-0.04017739891295928,0.08110560807163178,0.14613432003469853
Activision Blizzard,Analyst,risk_uncertainty,2,0.2196078449487686,-0.024409190867730697,-0.041094843729811016,-0.0931080675955271,-0.023377376202231077,-0.1819894783952999
Activision Blizzard,Analyst,risk_uncertainty,3,0.2196078449487686,0.03238745793062155,-0.07208953420910472,0.13328546650848846,-0.057728231869405136,0.03585515836060016
Activision Blizzard,Analyst,risk_legal,1,0.3685969412326813,-0.1386969273197164,0.18629972108995865,-0.06801616729364547,0.13292340413874462,0.11251003061534141
Activision Blizzard,Analyst,risk_legal,2,0.3685969412326813,0.0462298454260831,-0.06764147194616377,-0.1576222969457276,-0.03831301556716279,-0.21734693903297106
