company_id,risk_bucket,z_label,C_logit
Corinthian Colleges,risk_external,3,-0.18817898476664752
Corinthian Colleges,risk_legal,1,0.14501392314704623
Corinthian Colleges,risk_legal,2,-0.11316089481438674
Corinthian Colleges,risk_legal,3,-0.031853028332667885
Corinthian Colleges,risk_uncertainty,1,0.1958242995493606
Corinthian Colleges,risk_uncertainty,2,-0.0822085086337014
Corinthian Colleges,risk_uncertainty,3,-0.11361579091566401
Crestwood Equity Partners LP,risk_constraint,1,0.8257236470829052
Crestwood Equity Partners LP,risk_constraint,2,-0.3631127073170944
Crestwood Equity Partners LP,risk_constraint,3,-0.4626109397658255
Crestwood Equity Partners LP,risk_external,1,0.5005037599780612
Crestwood Equity Partners LP,risk_external,2,-0.38845893468283943
Crestwood Equity Partners LP,risk_external,3,-0.11204482529523577
Crestwood Equity Partners LP,risk_legal,1,0.7856965622426959
Crestwood Equity Partners LP,risk_legal,2,-0.377916663354788
Crestwood Equity Partners LP,risk_legal,3,-0.407779898887921
Crestwood Equity Partners LP,risk_uncertainty,1,0.9573308783889534
Crestwood Equity Partners LP,risk_uncertainty,2,-0.33802180910017815
Crestwood Equity Partners LP,risk_uncertainty,3,-0.6193090692887884
Denbury,risk_constraint,1,0.8127807998012563
Denbury,risk_constraint,2,-0.34796204134249925
Denbury,risk_constraint,3,-0.4648187584587718
Denbury,risk_external,1,0.4957273970973601
Denbury,risk_external,2,-0.3397356578912032
Denbury,risk_external,3,-0.1559917392061734
Denbury,risk_legal,1,0.7904833538489631
Denbury,risk_legal,2,-0.37049390922296677
Denbury,risk_legal,3,-0.4199894446260094
Denbury,risk_uncertainty,1,0.8826998419819817
Denbury,risk_uncertainty,2,-0.3089764247335298
Denbury,risk_uncertainty,3,-0.573723417248464
Dex Liquidating Co.,risk_constraint,1,0.9407376832471432
Dex Liquidating Co.,risk_constraint,2,-0.7514535319406935
Dex Liquidating Co.,risk_constraint,3,-0.18928415130646833
Dex Liquidating Co.,risk_external,1,0.3624870515833851
Dex Liquidating Co.,risk_external,2,-0.5551577386636849
Dex Liquidating Co.,risk_external,3,0.19267068708028146
Dex Liquidating Co.,risk_legal,1,0.9027677749870607
Dex Liquidating Co.,risk_legal,2,-0.803601901948265
Dex Liquidating Co.,risk_legal,3,-0.09916587303881289
Dex Liquidating Co.,risk_uncertainty,1,1.1408326909709035
Dex Liquidating Co.,risk_uncertainty,2,-0.7711951172468445
Dex Liquidating Co.,risk_uncertainty,3,-0.3696375737240749
Diamond Offshore Drilling,risk_constraint,1,0.7937276258648884
Diamond Offshore Drilling,risk_constraint,2,-0.3535355203403884
Diamond Offshore Drilling,risk_constraint,3,-0.44019210552451404
Diamond Offshore Drilling,risk_external,1,0.5362209534355873
Diamond Offshore Drilling,risk_external,2,-0.30090564092511474
Diamond Offshore Drilling,risk_external,3,-0.2353153125104928
Diamond Offshore Drilling,risk_legal,1,0.7727136019931775
Diamond Offshore Drilling,risk_legal,2,-0.37642098113582934
Diamond Offshore Drilling,risk_legal,3,-0.3962926208573606
Diamond Offshore Drilling,risk_uncertainty,1,0.8567796026457521
Diamond Offshore Drilling,risk_uncertainty,2,-0.3153378944230974
Diamond Offshore Drilling,risk_uncertainty,3,-0.541441708222666
Dune Energy,risk_constraint,1,0.20406446259023875
Dune Energy,risk_constraint,2,-0.05733047652356742
Dune Energy,risk_constraint,3,-0.14673398606667806
Dune Energy,risk_external,1,1.108547906512563
Dune Energy,risk_external,2,-1.142658574400064
Dune Energy,risk_external,3,0.034110667887477714
Dune Energy,risk_legal,1,0.1729653024114759
Dune Energy,risk_legal,2,-0.06453183524865566
Dune Energy,risk_legal,3,-0.10843346716282967
Dune Energy,risk_uncertainty,1,0.2164193436887214
Dune Energy,risk_uncertainty,2,-0.05955731944250631
Dune Energy,risk_uncertainty,3,-0.15686202424622067
DynaVox,risk_constraint,1,0.3838750783293628
DynaVox,risk_constraint,2,-0.2444431391366852
DynaVox,risk_constraint,3,-0.13943193919269203
DynaVox,risk_external,1,0.8189460889340988
DynaVox,risk_external,2,-0.734107904238363
DynaVox,risk_external,3,-0.08483818469576034
DynaVox,risk_legal,1,0.3568823233365187
DynaVox,risk_legal,2,-0.2568743154975507
DynaVox,risk_legal,3,-0.10000800783898325
DynaVox,risk_uncertainty,1,0.4501446991277802
DynaVox,risk_uncertainty,2,-0.266971746760642
DynaVox,risk_uncertainty,3,-0.1831729523671507
Eagle Bulk Shipping,risk_constraint,1,0.7998493080781971
Eagle Bulk Shipping,risk_constraint,2,-0.5087751402514383
Eagle Bulk Shipping,risk_constraint,3,-0.29107416782677364
Eagle Bulk Shipping,risk_external,1,0.513364818125959
Eagle Bulk Shipping,risk_external,2,-0.5457070094240533
Eagle Bulk Shipping,risk_external,3,0.03234219129807095
Eagle Bulk Shipping,risk_legal,1,0.9204380493210376
Eagle Bulk Shipping,risk_legal,2,-0.6392721312048256
Eagle Bulk Shipping,risk_legal,3,-0.2811659181162276
Eagle Bulk Shipping,risk_uncertainty,1,0.8916911532459919
Eagle Bulk Shipping,risk_uncertainty,2,-0.49894532710544065
Eagle Bulk Shipping,risk_uncertainty,3,-0.39274582614056314
Ebix,risk_constraint,1,0.8664357746486228
Ebix,risk_constraint,2,-0.6601020975521898
Ebix,risk_constraint,3,-0.20633367709645106
Ebix,risk_external,1,0.32796460320630705
Ebix,risk_external,2,-0.6602828740521833
Ebix,risk_external,3,0.3323182708458565
Ebix,risk_legal,1,0.8423913410577225
Ebix,risk_legal,2,-0.7145827363286068
Ebix,risk_legal,3,-0.12780860472913322
Ebix,risk_uncertainty,1,1.0161955335727926
Ebix,risk_uncertainty,2,-0.6666147233198106
Ebix,risk_uncertainty,3,-0.34958081025299736
Education Holdings 1,risk_constraint,1,0.18331413331004945
Education Holdings 1,risk_constraint,2,-0.06997833483146389
Education Holdings 1,risk_constraint,3,-0.11333579847859153
Education Holdings 1,risk_external,1,0.27689627265652866
Education Holdings 1,risk_external,2,-0.13439819798003688
Education Holdings 1,risk_external,3,-0.1424980746765005
Education Holdings 1,risk_legal,1,0.1526542957268571
Education Holdings 1,risk_legal,2,-0.09965174407315051
Education Holdings 1,risk_legal,3,-0.053002551653715826
Education Holdings 1,risk_uncertainty,1,0.19419995405422186
Education Holdings 1,risk_uncertainty,2,-0.05678331368132361
Education Holdings 1,risk_uncertainty,3,-0.13741664037290358
Electroglas,risk_constraint,1,0.1846481546940735
Electroglas,risk_constraint,2,-0.06295265185120491
Electroglas,risk_constraint,3,-0.12169550284287481
Electroglas,risk_external,1,0.28879091722075956
Electroglas,risk_external,2,-0.15815160570924752
Electroglas,risk_external,3,-0.13063931151152042
Electroglas,risk_legal,1,0.14389870133495053
Electroglas,risk_legal,2,-0.07921513915712448
