company_id,role,z_label,C_prob
Crestwood Equity Partners LP,CFO,1,0.024331018338194062
Crestwood Equity Partners LP,CFO,2,-0.01880885121757006
Crestwood Equity Partners LP,CFO,3,-0.0011503045170396418
Crestwood Equity Partners LP,Operator,1,-0.0010133790410593807
Crestwood Equity Partners LP,Operator,2,0.0038694584010915793
Crestwood Equity Partners LP,Operator,3,-0.000793743204123949
Denbury,Analyst,1,0.008328551037178897
Denbury,Analyst,2,-0.00506853290455361
Denbury,Analyst,3,-0.000791322252614415
Denbury,CEO,1,0.023585237622680347
Denbury,CEO,2,0.008619251756149367
Denbury,CEO,3,-0.008260488546244456
Denbury,CFO,1,-0.009024980356209505
Denbury,CFO,2,0.00662169030383556
Denbury,CFO,3,0.0005615706294971677
Denbury,Operator,1,-0.0005475248769430101
Denbury,Operator,2,0.002248601313015612
Denbury,Operator,3,-0.00044987405828751615
Dex Liquidating Co.,Analyst,1,0.002017432314442037
Dex Liquidating Co.,Analyst,2,-0.0008667294844070908
Dex Liquidating Co.,Analyst,3,-0.0005534132974944544
Dex Liquidating Co.,CEO,1,0.00949156982020056
Dex Liquidating Co.,CEO,2,0.0026769432645633497
Dex Liquidating Co.,CEO,3,-0.010362701856894533
Dex Liquidating Co.,CFO,1,0.029478422649662033
Dex Liquidating Co.,CFO,2,-0.015573768453459891
Dex Liquidating Co.,CFO,3,-0.004744595937596312
Dex Liquidating Co.,IR,1,0.01568188882798896
Dex Liquidating Co.,IR,2,-0.00450722006404301
Dex Liquidating Co.,IR,3,-0.006863388157638739
Dex Liquidating Co.,Operator,1,0.0004825781358059418
Dex Liquidating Co.,Operator,2,-0.0012323945053233564
Dex Liquidating Co.,Operator,3,0.0010450996621390366
Dex Liquidating Co.,President,1,0.003253263777771029
Dex Liquidating Co.,President,2,-0.0022354450690020796
Dex Liquidating Co.,President,3,6.991860600454383e-05
Diamond Offshore Drilling,Analyst,1,0.011706414860827578
Diamond Offshore Drilling,Analyst,2,-0.007228360343993465
Diamond Offshore Drilling,Analyst,3,-0.0011038636393000973
Diamond Offshore Drilling,CEO,1,0.03061856010217512
Diamond Offshore Drilling,CEO,2,0.011543590638518692
Diamond Offshore Drilling,CEO,3,-0.010874929586837
Diamond Offshore Drilling,CFO,1,-0.02735929580896873
Diamond Offshore Drilling,CFO,2,0.020597353362450724
Diamond Offshore Drilling,CFO,3,0.0016082562232407746
Diamond Offshore Drilling,Operator,1,0.0018406489101579979
Diamond Offshore Drilling,Operator,2,-0.007283400202758292
Diamond Offshore Drilling,Operator,3,0.0014389152409803787
Dune Energy,Analyst,1,0.00099095243482538
Dune Energy,Analyst,2,-0.0007891760207117734
Dune Energy,Analyst,3,-0.000470904965062107
Dune Energy,CEO,1,-0.09726843480622319
Dune Energy,CEO,2,-0.04687360543286481
Dune Energy,CEO,3,0.15761059189069238
Dune Energy,Operator,1,-0.00020206764719345616
Dune Energy,Operator,2,0.0011351183746859295
Dune Energy,Operator,3,-0.0007767210543682007
DynaVox,Analyst,1,0.003086218762425206
DynaVox,Analyst,2,-0.002151081134818199
DynaVox,Analyst,3,-0.0009762578231290441
DynaVox,CEO,1,-0.03304324323394489
DynaVox,CEO,2,-0.012447042377196009
DynaVox,CEO,3,0.042181963939212884
DynaVox,CTO,1,0.00047218955328808795
DynaVox,CTO,2,-1.9048727073852972e-05
DynaVox,CTO,3,-0.00042667091389787684
DynaVox,Operator,1,0.001787368299108024
DynaVox,Operator,2,-0.007827274896019105
DynaVox,Operator,3,0.00532069697573025
Eagle Bulk Shipping,Analyst,1,0.003116326322626659
Eagle Bulk Shipping,Analyst,2,-0.0016885817388665918
Eagle Bulk Shipping,Analyst,3,-0.0005724411245676713
Eagle Bulk Shipping,CEO,1,-0.00948933846876779
Eagle Bulk Shipping,CEO,2,-0.0036568313365102963
Eagle Bulk Shipping,CEO,3,0.007486596489966822
Eagle Bulk Shipping,CFO,1,-0.0027051136213678533
Eagle Bulk Shipping,CFO,2,0.000930609402966692
Eagle Bulk Shipping,CFO,3,0.0008462397929119652
Eagle Bulk Shipping,IR,1,0.00990887333426026
Eagle Bulk Shipping,IR,2,-0.003785737918633746
Eagle Bulk Shipping,IR,3,-0.002853759401624862
Eagle Bulk Shipping,Operator,1,0.0016231249175946323
Eagle Bulk Shipping,Operator,2,-0.005597636985980541
Eagle Bulk Shipping,Operator,3,0.002781715593849549
Ebix,Analyst,1,0.0021109351171498896
Ebix,Analyst,2,-0.001103163485024378
Ebix,Analyst,3,-0.0006471213403872794
Ebix,CEO,1,-0.0044585841057164
Ebix,CEO,2,-0.0013063162735545983
Ebix,CEO,3,0.005302260053735718
Ebix,CFO,1,-0.0066397740233508015
Ebix,CFO,2,0.004470837528144086
Ebix,CFO,3,0.0009522106925476737
Ebix,IR,1,0.00012228665966095085
Ebix,IR,2,-2.153523751042805e-06
Ebix,IR,3,-0.00010432002062595485
Ebix,Operator,1,-0.0017298440719646828
Ebix,Operator,2,0.005610985912498497
Ebix,Operator,3,-0.004563848837343485
Ebix,President,1,-0.001916536995017392
Ebix,President,2,0.0020123815893294122
Ebix,President,3,-0.0005064248861311235
Education Holdings 1,Analyst,1,-0.0047678292856821285
Education Holdings 1,Analyst,2,0.006872619420402345
Education Holdings 1,Analyst,3,0.0029430700872917197
Education Holdings 1,Operator,1,0.00011745996552264468
Education Holdings 1,Operator,2,-0.0011716668998895717
Education Holdings 1,Operator,3,0.0006927218043069029
Electroglas,Analyst,1,-0.003191783734651083
Electroglas,Analyst,2,0.004527514653621494
Electroglas,Analyst,3,0.0019249834903230431
