company_id,risk_bucket,z_label,C_prob
Crestwood Equity Partners LP,risk_constraint,2,-0.006964892111696279
Crestwood Equity Partners LP,risk_constraint,3,-0.0029956149132873687
Crestwood Equity Partners LP,risk_external,1,-0.008699772778445233
Crestwood Equity Partners LP,risk_external,2,-0.00031958384282796196
Crestwood Equity Partners LP,risk_external,3,0.0023326169405211267
Crestwood Equity Partners LP,risk_legal,1,0.006779760263083491
Crestwood Equity Partners LP,risk_legal,2,0.0005177605323954534
Crestwood Equity Partners LP,risk_legal,3,-0.0018910993166844816
Crestwood Equity Partners LP,risk_uncertainty,1,0.02652189401230612
Crestwood Equity Partners LP,risk_uncertainty,2,-0.004670320071257112
Crestwood Equity Partners LP,risk_uncertainty,3,-0.005571725882136644
Denbury,risk_constraint,1,0.016010432602074895
Denbury,risk_constraint,2,-0.0035779570309713263
Denbury,risk_constraint,3,-0.0031367838210654836
Denbury,risk_external,1,-0.010018814287756013
Denbury,risk_external,2,0.011480434995627817
Denbury,risk_external,3,-0.00045867081819849376
Denbury,risk_legal,1,0.008073460943149239
Denbury,risk_legal,2,0.0023387291519569014
Denbury,risk_legal,3,-0.0026673547046955383
Denbury,risk_uncertainty,1,0.008276204169238608
Denbury,risk_uncertainty,2,0.002179803351833539
Denbury,risk_uncertainty,3,-0.002677304883689705
Dex Liquidating Co.,risk_constraint,1,0.017452609678946567
Dex Liquidating Co.,risk_constraint,2,-0.010856403840753117
Dex Liquidating Co.,risk_constraint,3,-0.000929777676887547
Dex Liquidating Co.,risk_external,1,0.006417610955836352
Dex Liquidating Co.,risk_external,2,0.00835177158917567
Dex Liquidating Co.,risk_external,3,-0.01452105007044429
Dex Liquidating Co.,risk_legal,1,0.008036306920505129
Dex Liquidating Co.,risk_legal,2,-0.0054869055490550335
Dex Liquidating Co.,risk_legal,3,0.00013233196678040103
Dex Liquidating Co.,risk_uncertainty,1,0.028498627970582516
Dex Liquidating Co.,risk_uncertainty,2,-0.013747076511039596
Dex Liquidating Co.,risk_uncertainty,3,-0.006090585200929021
Diamond Offshore Drilling,risk_constraint,1,0.011266984235678585
Diamond Offshore Drilling,risk_constraint,2,-0.004964299290837665
Diamond Offshore Drilling,risk_constraint,3,-0.0015851712334872003
