company_id,doc_id,role,risk_bucket,z_label,sum_s,mean_s,N_sent
Acorda Therapeutics,"Acorda Therapeutics, Inc._2015-04-30_Q1 2015",CEO,risk_uncertainty,2,0.30322266,0.30322266,1
Acorda Therapeutics,"Acorda Therapeutics, Inc._2015-07-30_Q2 2015",Analyst,risk_constraint,2,69.2838553734,0.20377604521588236,340
Acorda Therapeutics,"Acorda Therapeutics, Inc._2015-07-30_Q2 2015",Analyst,risk_external,2,123.458343465,0.36311277489705884,340
Acorda Therapeutics,"Acorda Therapeutics, Inc._2015-07-30_Q2 2015",Analyst,risk_legal,2,75.8105355146,0.2229721632782353,340
Acorda Therapeutics,"Acorda Therapeutics, Inc._2015-07-30_Q2 2015",Analyst,risk_uncertainty,2,71.4492035881,0.21014471643558824,340
Acorda Therapeutics,"Acorda Therapeutics, Inc._2015-07-30_Q2 2015",CEO,risk_constraint,2,0.2919922,0.2919922,1
Acorda Therapeutics,"Acorda Therapeutics, Inc._2015-07-30_Q2 2015",CEO,risk_external,2,0.0904541,0.0904541,1
Acorda Therapeutics,"Acorda Therapeutics, Inc._2015-07-30_Q2 2015",CEO,risk_legal,2,0.3173828,0.3173828,1
Acorda Therapeutics,"Acorda Therapeutics, Inc._2015-07-30_Q2 2015",CEO,risk_uncertainty,2,0.30029297,0.30029297,1
Acorda Therapeutics,"Acorda Therapeutics, Inc._2015-10-22_Q3 2015",Analyst,risk_constraint,2,73.8792342983,0.2035240614278237,363
Acorda Therapeutics,"Acorda Therapeutics, Inc._2015-10-22_Q3 2015",Analyst,risk_external,2,129.614593242,0.35706499515702483,363
Acorda Therapeutics,"Acorda Therapeutics, Inc._2015-10-22_Q3 2015",Analyst,risk_legal,2,80.6085547823,0.22206213438650138,363
Acorda Therapeutics,"Acorda Therapeutics, Inc._2015-10-22_Q3 2015",Analyst,risk_uncertainty,2,78.896194382,0.21734488810468322,363
Acorda Therapeutics,"Acorda Therapeutics, Inc._2015-10-22_Q3 2015",CEO,risk_constraint,2,0.2939453,0.2939453,1
Acorda Therapeutics,"Acorda Therapeutics, Inc._2015-10-22_Q3 2015",CEO,risk_external,2,0.09893799,0.09893799,1
Acorda Therapeutics,"Acorda Therapeutics, Inc._2015-10-22_Q3 2015",CEO,risk_legal,2,0.31176758,0.31176758,1
Acorda Therapeutics,"Acorda Therapeutics, Inc._2015-10-22_Q3 2015",CEO,risk_uncertainty,2,0.29541016,0.29541016,1
Acorda Therapeutics,"Acorda Therapeutics, Inc._2016-02-11_Q4 2015",Analyst,risk_constraint,2,58.0521660417,0.20297960154440559,286
Acorda Therapeutics,"Acorda Therapeutics, Inc._2016-02-11_Q4 2015",Analyst,risk_external,2,105.298248238,0.36817569313986015,286
Acorda Therapeutics,"Acorda Therapeutics, Inc._2016-02-11_Q4 2015",Analyst,risk_legal,2,62.7967796328,0.21956915955524478,286
Acorda Therapeutics,"Acorda Therapeutics, Inc._2016-02-11_Q4 2015",Analyst,risk_uncertainty,2,59.8550948887,0.2092835485618881,286
Acorda Therapeutics,"Acorda Therapeutics, Inc._2016-02-11_Q4 2015",CEO,risk_constraint,2,0.28051758,0.28051758,1
Acorda Therapeutics,"Acorda Therapeutics, Inc._2016-02-11_Q4 2015",CEO,risk_external,2,0.10839844,0.10839844,1
Acorda Therapeutics,"Acorda Therapeutics, Inc._2016-02-11_Q4 2015",CEO,risk_legal,2,0.3083496,0.3083496,1
Acorda Therapeutics,"Acorda Therapeutics, Inc._2016-02-11_Q4 2015",CEO,risk_uncertainty,2,0.30297852,0.30297852,1
Acorda Therapeutics,"Acorda Therapeutics, Inc._2016-04-28_Q1 2016",Analyst,risk_constraint,2,71.9420509836,0.20438082665795454,352
