company_id,role,risk_bucket,a_mij
FLYHT Aerospace Solutions Ltd.,IR,risk_constraint,0.2250720411539077
FLYHT Aerospace Solutions Ltd.,IR,risk_external,0.3077079355716705
FLYHT Aerospace Solutions Ltd.,Operator,risk_uncertainty,0.2656234502792358
FLYHT Aerospace Solutions Ltd.,Operator,risk_legal,0.2746580243110657
FLYHT Aerospace Solutions Ltd.,Operator,risk_constraint,0.2557868361473083
FLYHT Aerospace Solutions Ltd.,Operator,risk_external,0.2039317041635513
FLYHT Aerospace Solutions Ltd.,President,risk_uncertainty,0.2270331084728241
FLYHT Aerospace Solutions Ltd.,President,risk_legal,0.2297451943159103
FLYHT Aerospace Solutions Ltd.,President,risk_constraint,0.216491237282753
FLYHT Aerospace Solutions Ltd.,President,risk_external,0.3267304897308349
Fleetwood Enterprises,Analyst,risk_uncertainty,0.2041352540254593
Fleetwood Enterprises,Analyst,risk_legal,0.314941793680191
Fleetwood Enterprises,Analyst,risk_constraint,0.2440524846315384
Fleetwood Enterprises,Analyst,risk_external,0.2368704825639724
Fleetwood Enterprises,Operator,risk_uncertainty,0.195605918765068
Fleetwood Enterprises,Operator,risk_legal,0.2056166529655456
Fleetwood Enterprises,Operator,risk_constraint,0.1920720189809799
Fleetwood Enterprises,Operator,risk_external,0.4067054688930511
Foundation HealthCare,Analyst,risk_uncertainty,0.2512804567813873
Foundation HealthCare,Analyst,risk_legal,0.2344446182250976
Foundation HealthCare,Analyst,risk_constraint,0.2286528646945953
Foundation HealthCare,Analyst,risk_external,0.2856220304965973
Foundation HealthCare,CEO,risk_uncertainty,0.2889425754547119
Foundation HealthCare,CEO,risk_legal,0.2584646046161651
Foundation HealthCare,CEO,risk_constraint,0.2558178007602691
Foundation HealthCare,CEO,risk_external,0.1967750042676925
Foundation HealthCare,CFO,risk_uncertainty,0.2769183814525604
Foundation HealthCare,CFO,risk_legal,0.2487875372171402
Foundation HealthCare,CFO,risk_constraint,0.2416938841342926
Foundation HealthCare,CFO,risk_external,0.2326001971960067
Foundation HealthCare,CTO,risk_uncertainty,0.2676088809967041
Foundation HealthCare,CTO,risk_legal,0.2916570603847503
Foundation HealthCare,CTO,risk_constraint,0.2652895152568817
Foundation HealthCare,CTO,risk_external,0.1754445433616638
Foundation HealthCare,IR,risk_uncertainty,0.2721202671527862
Foundation HealthCare,IR,risk_legal,0.2757253050804138
Foundation HealthCare,IR,risk_constraint,0.2730479836463928
Foundation HealthCare,IR,risk_external,0.1791064441204071
Foundation HealthCare,Operator,risk_uncertainty,0.2824879586696625
Foundation HealthCare,Operator,risk_legal,0.3276567161083221
Foundation HealthCare,Operator,risk_constraint,0.2754074335098266
Foundation HealthCare,Operator,risk_external,0.1144479066133499
Foundation HealthCare,President,risk_uncertainty,0.2428385913372039
Foundation HealthCare,President,risk_legal,0.2391342371702194
Foundation HealthCare,President,risk_constraint,0.2310891598463058
Foundation HealthCare,President,risk_external,0.2869379818439483
Fraser Papers,Analyst,risk_uncertainty,0.2047769576311111
Fraser Papers,Analyst,risk_legal,0.2573572099208832
Fraser Papers,Analyst,risk_constraint,0.2212620377540588
Fraser Papers,Analyst,risk_external,0.3166037797927856
Fraser Papers,Operator,risk_uncertainty,0.2334697544574737
Fraser Papers,Operator,risk_legal,0.229060024023056
Fraser Papers,Operator,risk_constraint,0.2173779606819152
Fraser Papers,Operator,risk_external,0.3200922608375549
Frozen Food Express Industries,Analyst,risk_uncertainty,0.242752268910408
Frozen Food Express Industries,Analyst,risk_legal,0.2711946964263916
Frozen Food Express Industries,Analyst,risk_constraint,0.2354245036840438
Frozen Food Express Industries,Analyst,risk_external,0.2506285309791565
Frozen Food Express Industries,CEO,risk_uncertainty,0.2733835279941559
Frozen Food Express Industries,CEO,risk_legal,0.2965221107006073
Frozen Food Express Industries,CEO,risk_constraint,0.2611496746540069
Frozen Food Express Industries,CEO,risk_external,0.1689446866512298
Frozen Food Express Industries,CFO,risk_uncertainty,0.2502604722976684
Frozen Food Express Industries,CFO,risk_legal,0.255114883184433
Frozen Food Express Industries,CFO,risk_constraint,0.2149100005626678
Frozen Food Express Industries,CFO,risk_external,0.2797146737575531
Frozen Food Express Industries,IR,risk_uncertainty,0.246267169713974
Frozen Food Express Industries,IR,risk_legal,0.2283612936735153
Frozen Food Express Industries,IR,risk_constraint,0.2113943845033645
Frozen Food Express Industries,IR,risk_external,0.3139771521091461
Frozen Food Express Industries,Operator,risk_uncertainty,0.252969890832901
Frozen Food Express Industries,Operator,risk_legal,0.2673214077949524
Frozen Food Express Industries,Operator,risk_constraint,0.2433698028326034
Frozen Food Express Industries,Operator,risk_external,0.2363388985395431
GSE Systems,Analyst,risk_uncertainty,0.2363992184400558
GSE Systems,Analyst,risk_legal,0.2330237030982971
GSE Systems,Analyst,risk_constraint,0.2292694151401519
GSE Systems,Analyst,risk_external,0.3013077080249786
GSE Systems,CEO,risk_uncertainty,0.2273768335580825
GSE Systems,CEO,risk_legal,0.2306353896856308
GSE Systems,CEO,risk_constraint,0.228021889925003
GSE Systems,CEO,risk_external,0.3139658868312835
GSE Systems,CFO,risk_uncertainty,0.239633172750473
GSE Systems,CFO,risk_legal,0.2255360335111618
GSE Systems,CFO,risk_constraint,0.2255827337503433
GSE Systems,CFO,risk_external,0.3092480301856994
GSE Systems,CTO,risk_uncertainty,0.2364545315504074
GSE Systems,CTO,risk_legal,0.2404782772064209
GSE Systems,CTO,risk_constraint,0.2355815768241882
GSE Systems,CTO,risk_external,0.2874855995178222
GSE Systems,IR,risk_uncertainty,0.2293412834405899
GSE Systems,IR,risk_legal,0.236241266131401
GSE Systems,IR,risk_constraint,0.2349528968334198
GSE Systems,IR,risk_external,0.2994645535945892
GSE Systems,Operator,risk_uncertainty,0.2279103398323059
GSE Systems,Operator,risk_legal,0.2371727973222732
GSE Systems,Operator,risk_constraint,0.2222257852554321
GSE Systems,Operator,risk_external,0.3126910626888275
GSE Systems,President,risk_uncertainty,0.2244402319192886
GSE Systems,President,risk_legal,0.2152174413204193
GSE Systems,President,risk_constraint,0.2159294784069061
GSE Systems,President,risk_external,0.3444128334522247
GTT Communications,Analyst,risk_uncertainty,0.24141426384449
GTT Communications,Analyst,risk_legal,0.2302600443363189
GTT Communications,Analyst,risk_constraint,0.2239418029785156
GTT Communications,Analyst,risk_external,0.3043839037418365
GTT Communications,CEO,risk_uncertainty,0.2717669010162353
GTT Communications,CEO,risk_legal,0.2644301056861877
GTT Communications,CEO,risk_constraint,0.2669889330863952
GTT Communications,CEO,risk_external,0.1968140751123428
GTT Communications,CFO,risk_uncertainty,0.2277290970087051
GTT Communications,CFO,risk_legal,0.2254340052604675
GTT Communications,CFO,risk_constraint,0.2159003913402557
GTT Communications,CFO,risk_external,0.3309365212917328
GTT Communications,CTO,risk_uncertainty,0.2414183914661407
GTT Communications,CTO,risk_legal,0.2357992529869079
GTT Communications,CTO,risk_constraint,0.2211957722902298
GTT Communications,CTO,risk_external,0.3015866279602051
GTT Communications,Chair,risk_uncertainty,0.2588806748390198
GTT Communications,Chair,risk_legal,0.2496068477630615
GTT Communications,Chair,risk_constraint,0.2416631281375885
GTT Communications,Chair,risk_external,0.249849334359169
GTT Communications,IR,risk_uncertainty,0.2392051070928573
GTT Communications,IR,risk_legal,0.2299637794494629
GTT Communications,IR,risk_constraint,0.2358628809452057
GTT Communications,IR,risk_external,0.2949682176113128
GTT Communications,Operator,risk_uncertainty,0.1955381333827972
GTT Communications,Operator,risk_legal,0.2296174764633178
GTT Communications,Operator,risk_constraint,0.2162243723869323
GTT Communications,Operator,risk_external,0.3586200177669525
GTT Communications,President,risk_uncertainty,0.2480053603649139
GTT Communications,President,risk_legal,0.2381287962198257
GTT Communications,President,risk_constraint,0.2329900860786438
GTT Communications,President,risk_external,0.2808757126331329
GeoPharma,Analyst,risk_uncertainty,0.2503481805324554
GeoPharma,Analyst,risk_legal,0.3098674118518829
GeoPharma,Analyst,risk_constraint,0.2572245895862579
GeoPharma,Analyst,risk_external,0.1825598329305648
GeoPharma,Operator,risk_uncertainty,0.2295167744159698
GeoPharma,Operator,risk_legal,0.2339828610420227
GeoPharma,Operator,risk_constraint,0.2233942300081253
GeoPharma,Operator,risk_external,0.3131060898303985
Geokinetics,Analyst,risk_uncertainty,0.2381832897663116
Geokinetics,Analyst,risk_legal,0.305347204208374
Geokinetics,Analyst,risk_constraint,0.2678968906402588
Geokinetics,Analyst,risk_external,0.1885726004838943
Geokinetics,Operator,risk_uncertainty,0.2072304487228393
Geokinetics,Operator,risk_legal,0.2185587435960769
Geokinetics,Operator,risk_constraint,0.2098142951726913
Geokinetics,Operator,risk_external,0.3643965423107147
Geokinetics,President,risk_uncertainty,0.2319162487983703
Geokinetics,President,risk_legal,0.2442928254604339
Geokinetics,President,risk_constraint,0.2307258546352386
Geokinetics,President,risk_external,0.2930650413036346
Greenhill & Co.,Analyst,risk_uncertainty,0.207970380783081
Greenhill & Co.,Analyst,risk_legal,0.2118004709482193
Greenhill & Co.,Analyst,risk_constraint,0.2014557272195816
Greenhill & Co.,Analyst,risk_external,0.378773421049118
Greenhill & Co.,CEO,risk_uncertainty,0.3059660792350769
Greenhill & Co.,CEO,risk_legal,0.2936846315860748
Greenhill & Co.,CEO,risk_constraint,0.3045952320098877
Greenhill & Co.,CEO,risk_external,0.0957540720701217
Greenhill & Co.,CTO,risk_uncertainty,0.1954979747533798
Greenhill & Co.,CTO,risk_legal,0.2068154215812683
Greenhill & Co.,CTO,risk_constraint,0.1930921524763107
Greenhill & Co.,CTO,risk_external,0.4045943915843963
Guaranty Financial Group,Analyst,risk_uncertainty,0.207630768418312
Guaranty Financial Group,Analyst,risk_legal,0.3587200343608856
Guaranty Financial Group,Analyst,risk_constraint,0.2711916267871856
Guaranty Financial Group,Analyst,risk_external,0.1624575853347778
Guaranty Financial Group,Operator,risk_uncertainty,0.2018741518259048
Guaranty Financial Group,Operator,risk_legal,0.21109339594841
Guaranty Financial Group,Operator,risk_constraint,0.2002488374710083
Guaranty Financial Group,Operator,risk_external,0.3867836594581604
HNI HoldCo,Analyst,risk_uncertainty,0.2331893146038055
HNI HoldCo,Analyst,risk_legal,0.2530660629272461
HNI HoldCo,Analyst,risk_constraint,0.2275583148002624
HNI HoldCo,Analyst,risk_external,0.2861863076686859
HNI HoldCo,CEO,risk_uncertainty,0.1678751409053802
HNI HoldCo,CEO,risk_legal,0.1762424260377884
HNI HoldCo,CEO,risk_constraint,0.1618795543909073
HNI HoldCo,CEO,risk_external,0.4940028786659241
HNI HoldCo,CFO,risk_uncertainty,0.2910347580909729
HNI HoldCo,CFO,risk_legal,0.2722363471984863
HNI HoldCo,CFO,risk_constraint,0.2605928182601928
HNI HoldCo,CFO,risk_external,0.1761360615491867
HNI HoldCo,IR,risk_uncertainty,0.1698180437088012
HNI HoldCo,IR,risk_legal,0.1500941216945648
HNI HoldCo,IR,risk_constraint,0.1394255310297012
HNI HoldCo,IR,risk_external,0.5406622886657715
HNI HoldCo,Operator,risk_uncertainty,0.2178764790296554
HNI HoldCo,Operator,risk_legal,0.2196903973817825
HNI HoldCo,Operator,risk_constraint,0.2073289901018142
HNI HoldCo,Operator,risk_external,0.3551041185855865
Hamilton Thorne Ltd.,Analyst,risk_uncertainty,0.2397287040948867
Hamilton Thorne Ltd.,Analyst,risk_legal,0.2291401624679565
Hamilton Thorne Ltd.,Analyst,risk_constraint,0.2167945802211761
Hamilton Thorne Ltd.,Analyst,risk_external,0.3143365383148193
Hamilton Thorne Ltd.,CEO,risk_uncertainty,0.237051174044609
Hamilton Thorne Ltd.,CEO,risk_legal,0.2360675036907196
Hamilton Thorne Ltd.,CEO,risk_constraint,0.2215321809053421
Hamilton Thorne Ltd.,CEO,risk_external,0.3053491413593292
Hamilton Thorne Ltd.,CFO,risk_uncertainty,0.2617824673652649
Hamilton Thorne Ltd.,CFO,risk_legal,0.2488355636596679
Hamilton Thorne Ltd.,CFO,risk_constraint,0.2361176162958145
Hamilton Thorne Ltd.,CFO,risk_external,0.253264307975769
Hamilton Thorne Ltd.,IR,risk_uncertainty,0.2594420313835144
Hamilton Thorne Ltd.,IR,risk_legal,0.2554322779178619
Hamilton Thorne Ltd.,IR,risk_constraint,0.251975804567337
Hamilton Thorne Ltd.,IR,risk_external,0.2331498712301254
Hawaiian Holdings,Analyst,risk_uncertainty,0.212060809135437
Hawaiian Holdings,Analyst,risk_legal,0.2294711470603943
Hawaiian Holdings,Analyst,risk_constraint,0.2049354612827301
Hawaiian Holdings,Analyst,risk_external,0.3535325825214386
Hawaiian Holdings,CEO,risk_uncertainty,0.2268242985010147
Hawaiian Holdings,CEO,risk_legal,0.2418245524168014
Hawaiian Holdings,CEO,risk_constraint,0.2159121483564376
Hawaiian Holdings,CEO,risk_external,0.3154390156269073
Hawaiian Holdings,CFO,risk_uncertainty,0.2326368540525436
Hawaiian Holdings,CFO,risk_legal,0.2475295960903167
Hawaiian Holdings,CFO,risk_constraint,0.2279033362865448
Hawaiian Holdings,CFO,risk_external,0.291930228471756
Hawaiian Holdings,CTO,risk_uncertainty,0.2201510667800903
Hawaiian Holdings,CTO,risk_legal,0.2382096946239471
Hawaiian Holdings,CTO,risk_constraint,0.2119747251272201
Hawaiian Holdings,CTO,risk_external,0.3296645283699035
Hawaiian Holdings,IR,risk_uncertainty,0.2506054043769836
Hawaiian Holdings,IR,risk_legal,0.2787241339683532
Hawaiian Holdings,IR,risk_constraint,0.2526070475578308
Hawaiian Holdings,IR,risk_external,0.218063399195671
Hawaiian Holdings,Operator,risk_uncertainty,0.2179551124572754
Hawaiian Holdings,Operator,risk_legal,0.2403148561716079
Hawaiian Holdings,Operator,risk_constraint,0.2117089182138443
Hawaiian Holdings,Operator,risk_external,0.3300210833549499
Hawaiian Holdings,President,risk_uncertainty,0.241138070821762
Hawaiian Holdings,President,risk_legal,0.2621872723102569
Hawaiian Holdings,President,risk_constraint,0.2410879433155059
Hawaiian Holdings,President,risk_external,0.255586713552475
Haynes International,Analyst,risk_uncertainty,0.2553594708442688
Haynes International,Analyst,risk_legal,0.2525871396064758
Haynes International,Analyst,risk_constraint,0.2403274327516555
Haynes International,Analyst,risk_external,0.2517258822917938
Haynes International,CEO,risk_uncertainty,0.2570151090621948
Haynes International,CEO,risk_legal,0.2573646306991577
Haynes International,CEO,risk_constraint,0.2503935098648071
Haynes International,CEO,risk_external,0.2352267205715179
Haynes International,CFO,risk_uncertainty,0.2504180371761322
Haynes International,CFO,risk_legal,0.26521036028862
Haynes International,CFO,risk_constraint,0.2456461936235427
Haynes International,CFO,risk_external,0.2387253940105438
Haynes International,IR,risk_uncertainty,0.2400808185338974
Haynes International,IR,risk_legal,0.2576648592948913
Haynes International,IR,risk_constraint,0.24361152946949
Haynes International,IR,risk_external,0.2586427927017212
Haynes International,Operator,risk_uncertainty,0.212033987045288
Haynes International,Operator,risk_legal,0.2265753746032714
Haynes International,Operator,risk_constraint,0.2095679342746734
Haynes International,Operator,risk_external,0.3518227338790893
Haynes International,President,risk_uncertainty,0.2525118887424469
Haynes International,President,risk_legal,0.2487950026988983
Haynes International,President,risk_constraint,0.2304886728525161
Haynes International,President,risk_external,0.268204391002655
Heritage-Crystal Clean,Analyst,risk_uncertainty,0.2473457753658294
Heritage-Crystal Clean,Analyst,risk_legal,0.2436803579330444
Heritage-Crystal Clean,Analyst,risk_constraint,0.2332451492547989
Heritage-Crystal Clean,Analyst,risk_external,0.275728702545166
Heritage-Crystal Clean,CEO,risk_uncertainty,0.2586212158203125
Heritage-Crystal Clean,CEO,risk_legal,0.2552069723606109
Heritage-Crystal Clean,CEO,risk_constraint,0.2427844405174255
Heritage-Crystal Clean,CEO,risk_external,0.2433873564004898
Heritage-Crystal Clean,CFO,risk_uncertainty,0.2368501126766204
Heritage-Crystal Clean,CFO,risk_legal,0.2409476935863495
Heritage-Crystal Clean,CFO,risk_constraint,0.2308992147445678
Heritage-Crystal Clean,CFO,risk_external,0.2913030087947845
Heritage-Crystal Clean,COO,risk_uncertainty,0.2652302384376526
Heritage-Crystal Clean,COO,risk_legal,0.2761523723602295
Heritage-Crystal Clean,COO,risk_constraint,0.2609091699123382
Heritage-Crystal Clean,COO,risk_external,0.1977082043886184
Heritage-Crystal Clean,IR,risk_uncertainty,0.2432595789432525
Heritage-Crystal Clean,IR,risk_legal,0.2563109695911407
Heritage-Crystal Clean,IR,risk_constraint,0.240782082080841
Heritage-Crystal Clean,IR,risk_external,0.2596473693847656
Heritage-Crystal Clean,Operator,risk_uncertainty,0.1760816127061844
Heritage-Crystal Clean,Operator,risk_legal,0.1747932583093643
Heritage-Crystal Clean,Operator,risk_constraint,0.173666164278984
Heritage-Crystal Clean,Operator,risk_external,0.475458949804306
Heritage-Crystal Clean,President,risk_uncertainty,0.2792436480522156
Heritage-Crystal Clean,President,risk_legal,0.2903526723384857
Heritage-Crystal Clean,President,risk_constraint,0.2865606546401977
Heritage-Crystal Clean,President,risk_external,0.1438430249691009
Hersha Hospitality Trust,Analyst,risk_uncertainty,0.2101650983095169
Hersha Hospitality Trust,Analyst,risk_legal,0.227343276143074
Hersha Hospitality Trust,Analyst,risk_constraint,0.2012606412172317
Hersha Hospitality Trust,Analyst,risk_external,0.3612309992313385
Hersha Hospitality Trust,CEO,risk_uncertainty,0.2228465527296066
Hersha Hospitality Trust,CEO,risk_legal,0.2389512211084365
Hersha Hospitality Trust,CEO,risk_constraint,0.2172718346118927
Hersha Hospitality Trust,CEO,risk_external,0.3209303617477417
Hersha Hospitality Trust,CFO,risk_uncertainty,0.2331851571798324
Hersha Hospitality Trust,CFO,risk_legal,0.2499629408121109
Hersha Hospitality Trust,CFO,risk_constraint,0.2223419994115829
Hersha Hospitality Trust,CFO,risk_external,0.2945098876953125
Hersha Hospitality Trust,COO,risk_uncertainty,0.2568650245666504
Hersha Hospitality Trust,COO,risk_legal,0.2645024061203003
Hersha Hospitality Trust,COO,risk_constraint,0.2413016110658645
Hersha Hospitality Trust,COO,risk_external,0.2373309582471847
Hersha Hospitality Trust,CTO,risk_uncertainty,0.2308901846408844
Hersha Hospitality Trust,CTO,risk_legal,0.2522339224815368
Hersha Hospitality Trust,CTO,risk_constraint,0.2279060184955597
Hersha Hospitality Trust,CTO,risk_external,0.2889699041843414
Hersha Hospitality Trust,IR,risk_uncertainty,0.2273047417402267
Hersha Hospitality Trust,IR,risk_legal,0.2445482909679412
Hersha Hospitality Trust,IR,risk_constraint,0.2288769483566284
Hersha Hospitality Trust,IR,risk_external,0.2992700338363647
Hersha Hospitality Trust,Operator,risk_uncertainty,0.1966506987810135
Hersha Hospitality Trust,Operator,risk_legal,0.2167247235774994
Hersha Hospitality Trust,Operator,risk_constraint,0.1897733956575393
Hersha Hospitality Trust,Operator,risk_external,0.3968512117862701
Hibbett,Analyst,risk_uncertainty,0.2627285420894623
Hibbett,Analyst,risk_legal,0.2590396106243133
Hibbett,Analyst,risk_constraint,0.2394066452980041
Hibbett,Analyst,risk_external,0.2388252317905426
Hibbett,CEO,risk_uncertainty,0.0368075706064701
Hibbett,CEO,risk_legal,0.0364108048379421
Hibbett,CEO,risk_constraint,0.0385167114436626
Hibbett,CEO,risk_external,0.8882648944854736
Hibbett,Operator,risk_uncertainty,0.2792695462703705
Hibbett,Operator,risk_legal,0.2914131581783294
Hibbett,Operator,risk_constraint,0.257306694984436
Hibbett,Operator,risk_external,0.1720106154680252
Hill International,Analyst,risk_uncertainty,0.2323583215475082
Hill International,Analyst,risk_legal,0.2349979430437088
Hill International,Analyst,risk_constraint,0.2282048016786575
Hill International,Analyst,risk_external,0.304438978433609
Hill International,CEO,risk_uncertainty,0.2324684560298919
Hill International,CEO,risk_legal,0.2286016196012497
Hill International,CEO,risk_constraint,0.224636048078537
Hill International,CEO,risk_external,0.3142938613891601
Hill International,CFO,risk_uncertainty,0.2375672161579132
Hill International,CFO,risk_legal,0.2413780242204666
Hill International,CFO,risk_constraint,0.2340928614139557
Hill International,CFO,risk_external,0.2869618833065033
Hill International,COO,risk_uncertainty,0.2451766282320022
Hill International,COO,risk_legal,0.2556981146335602
Hill International,COO,risk_constraint,0.2503058910369873
Hill International,COO,risk_external,0.2488193660974502
Hill International,CTO,risk_uncertainty,0.278582751750946
Hill International,CTO,risk_legal,0.2580673694610595
Hill International,CTO,risk_constraint,0.2548751831054687
Hill International,CTO,risk_external,0.2084747105836868
Hill International,IR,risk_uncertainty,0.2268265038728714
Hill International,IR,risk_legal,0.2363881319761276
Hill International,IR,risk_constraint,0.2305634766817093
Hill International,IR,risk_external,0.3062219023704529
Hill International,Operator,risk_uncertainty,0.2379384189844131
Hill International,Operator,risk_legal,0.2536413073539734
Hill International,Operator,risk_constraint,0.2388265877962112
Hill International,Operator,risk_external,0.2695936560630798
Hill International,President,risk_uncertainty,0.2355893552303314
Hill International,President,risk_legal,0.239948108792305
Hill International,President,risk_constraint,0.232898861169815
Hill International,President,risk_external,0.2915636301040649
Hipcricket,Analyst,risk_uncertainty,0.2460193336009979
Hipcricket,Analyst,risk_legal,0.2337660491466522
Hipcricket,Analyst,risk_constraint,0.2312822639942169
Hipcricket,Analyst,risk_external,0.2889323532581329
Hipcricket,CEO,risk_uncertainty,0.3476350307464599
Hipcricket,CEO,risk_legal,0.2770827114582062
Hipcricket,CEO,risk_constraint,0.3071101605892181
Hipcricket,CEO,risk_external,0.0681721121072769
Hipcricket,IR,risk_uncertainty,0.1942145675420761
Hipcricket,IR,risk_legal,0.2194669395685196
Hipcricket,IR,risk_constraint,0.1952658593654632
Hipcricket,IR,risk_external,0.391052633523941
Hipcricket,Operator,risk_uncertainty,0.2352307438850402
Hipcricket,Operator,risk_legal,0.2501416802406311
Hipcricket,Operator,risk_constraint,0.2305543571710586
Hipcricket,Operator,risk_external,0.2840732336044311
Holly Energy Partners LP,Analyst,risk_uncertainty,0.2306436598300933
Holly Energy Partners LP,Analyst,risk_legal,0.2430138289928436
Holly Energy Partners LP,Analyst,risk_constraint,0.2305623292922973
Holly Energy Partners LP,Analyst,risk_external,0.295780211687088
Holly Energy Partners LP,CEO,risk_uncertainty,0.2511361241340637
Holly Energy Partners LP,CEO,risk_legal,0.2464561313390731
Holly Energy Partners LP,CEO,risk_constraint,0.2449625730514526
Holly Energy Partners LP,CEO,risk_external,0.2574451863765716
Holly Energy Partners LP,CFO,risk_uncertainty,0.2513644397258758
Holly Energy Partners LP,CFO,risk_legal,0.2497508376836776
Holly Energy Partners LP,CFO,risk_constraint,0.2408818900585174
Holly Energy Partners LP,CFO,risk_external,0.2580028772354126
Holly Energy Partners LP,IR,risk_uncertainty,0.272683709859848
Holly Energy Partners LP,IR,risk_legal,0.2629943788051605
Holly Energy Partners LP,IR,risk_constraint,0.2603119015693664
Holly Energy Partners LP,IR,risk_external,0.204010009765625
Holly Energy Partners LP,Operator,risk_uncertainty,0.23094442486763
Holly Energy Partners LP,Operator,risk_legal,0.2509918808937073
Holly Energy Partners LP,Operator,risk_constraint,0.2269568592309951
Holly Energy Partners LP,Operator,risk_external,0.2911068499088287
HollySys Automation Technologies Ltd.,Analyst,risk_uncertainty,0.2506432235240936
HollySys Automation Technologies Ltd.,Analyst,risk_legal,0.2523216605186462
HollySys Automation Technologies Ltd.,Analyst,risk_constraint,0.2441283911466598
HollySys Automation Technologies Ltd.,Analyst,risk_external,0.2529067397117615
HollySys Automation Technologies Ltd.,CEO,risk_uncertainty,0.2025329321622848
HollySys Automation Technologies Ltd.,CEO,risk_legal,0.2130012065172195
HollySys Automation Technologies Ltd.,CEO,risk_constraint,0.1998407542705536
HollySys Automation Technologies Ltd.,CEO,risk_external,0.3846250772476196
HollySys Automation Technologies Ltd.,CFO,risk_uncertainty,0.2345505207777023
HollySys Automation Technologies Ltd.,CFO,risk_legal,0.2503399550914764
HollySys Automation Technologies Ltd.,CFO,risk_constraint,0.237136423587799
HollySys Automation Technologies Ltd.,CFO,risk_external,0.2779730856418609
HollySys Automation Technologies Ltd.,IR,risk_uncertainty,0.1983473002910614
HollySys Automation Technologies Ltd.,IR,risk_legal,0.2347804456949234
HollySys Automation Technologies Ltd.,IR,risk_constraint,0.2132471650838852
HollySys Automation Technologies Ltd.,IR,risk_external,0.35362508893013
HollySys Automation Technologies Ltd.,Operator,risk_uncertainty,0.1823522597551345
HollySys Automation Technologies Ltd.,Operator,risk_legal,0.2376352846622467
HollySys Automation Technologies Ltd.,Operator,risk_constraint,0.2254355400800705
HollySys Automation Technologies Ltd.,Operator,risk_external,0.3545769155025482
Home Capital Group,Analyst,risk_uncertainty,0.2253562957048416
Home Capital Group,Analyst,risk_legal,0.2356940358877182
Home Capital Group,Analyst,risk_constraint,0.2137944251298904
Home Capital Group,Analyst,risk_external,0.3251552581787109
Home Capital Group,CEO,risk_uncertainty,0.1906916052103042
Home Capital Group,CEO,risk_legal,0.200431153178215
Home Capital Group,CEO,risk_constraint,0.1861482709646225
Home Capital Group,CEO,risk_external,0.422728955745697
Home Capital Group,CFO,risk_uncertainty,0.208850160241127
Home Capital Group,CFO,risk_legal,0.2288507372140884
Home Capital Group,CFO,risk_constraint,0.2075949758291244
Home Capital Group,CFO,risk_external,0.3547041416168213
Home Capital Group,CTO,risk_uncertainty,0.2552772760391235
Home Capital Group,CTO,risk_legal,0.2691844701766968
Home Capital Group,CTO,risk_constraint,0.2479269653558731
Home Capital Group,CTO,risk_external,0.2276113033294677
Home Capital Group,Chair,risk_uncertainty,0.2330285906791687
Home Capital Group,Chair,risk_legal,0.2503549456596374
Home Capital Group,Chair,risk_constraint,0.2320949882268905
Home Capital Group,Chair,risk_external,0.2845214605331421
Home Capital Group,IR,risk_uncertainty,0.2225706577301025
Home Capital Group,IR,risk_legal,0.2402745634317398
Home Capital Group,IR,risk_constraint,0.2174863964319229
Home Capital Group,IR,risk_external,0.3196683824062347
Home Capital Group,Operator,risk_uncertainty,0.2302217334508896
Home Capital Group,Operator,risk_legal,0.2544683814048767
Home Capital Group,Operator,risk_constraint,0.2246133387088775
Home Capital Group,Operator,risk_external,0.2906965017318725
Home Capital Group,President,risk_uncertainty,0.2637688517570495
Home Capital Group,President,risk_legal,0.2820829451084137
Home Capital Group,President,risk_constraint,0.258802592754364
Home Capital Group,President,risk_external,0.1953455954790115
Home Capital Group,VP,risk_uncertainty,0.2415070980787277
Home Capital Group,VP,risk_legal,0.2840241491794586
Home Capital Group,VP,risk_constraint,0.2573100328445434
Home Capital Group,VP,risk_external,0.2171587198972702
Hooper Holmes,Analyst,risk_uncertainty,0.248122364282608
Hooper Holmes,Analyst,risk_legal,0.2383026033639907
Hooper Holmes,Analyst,risk_constraint,0.2268266528844833
Hooper Holmes,Analyst,risk_external,0.2867483496665954
Hooper Holmes,CEO,risk_uncertainty,0.2578825652599334
Hooper Holmes,CEO,risk_legal,0.2365712076425552
Hooper Holmes,CEO,risk_constraint,0.2300427258014679
Hooper Holmes,CEO,risk_external,0.2755035758018493
Hooper Holmes,CFO,risk_uncertainty,0.2454881072044372
Hooper Holmes,CFO,risk_legal,0.228664219379425
Hooper Holmes,CFO,risk_constraint,0.2210443466901779
Hooper Holmes,CFO,risk_external,0.3048032820224762
Hooper Holmes,CTO,risk_uncertainty,0.2647644877433777
Hooper Holmes,CTO,risk_legal,0.2417045682668686
Hooper Holmes,CTO,risk_constraint,0.2380964308977127
Hooper Holmes,CTO,risk_external,0.2554344534873962
Hooper Holmes,IR,risk_uncertainty,0.2366326302289962
Hooper Holmes,IR,risk_legal,0.2393191456794738
Hooper Holmes,IR,risk_constraint,0.2313610166311264
Hooper Holmes,IR,risk_external,0.292687177658081
Hooper Holmes,Operator,risk_uncertainty,0.2327544838190078
Hooper Holmes,Operator,risk_legal,0.2287979573011398
Hooper Holmes,Operator,risk_constraint,0.2163000851869583
